parcel_number,Max End Date,Subsidy Status,parcel_address,numberofunits,num_associated_hud_properties,has_active_rental_license,lhhp_status_type,lhhp_certification_status,lhhp_cert_date,lhhp_cert_expiration_date,lat,lng,council_district,senate_district
886613815,2030-01-01,Active,132-34 S 56TH ST,,2,0,Lead-Free,Certified,2017/08/22 00:00:00+00,,39.958372485789404,-75.23363138814207,3,8
886614000,2030-01-01,Active,5601 WALNUT ST,4.0,2,1,Lead-Safe,Certified,2022/11/10 00:00:00+00,2026/11/10 00:00:00+00,39.95815924682393,-75.23359312908819,3,8
886614100,2026-01-01,Active,1330-46 FOULKROD ST,52.0,1,1,Lead-Safe,Certified,2021/07/02 00:00:00+00,2025/07/02 00:00:00+00,40.019516582340486,-75.08616734874231,7,2
886614200,2029-01-01,Active,6000 Baltimore Ave,2.0,1,1,Lead-Safe,Expired,2021/03/03 00:00:00+00,2025/03/03 00:00:00+00,39.947925305131285,-75.23372008129034,3,8
886614200,2029-01-01,Active,6000 Baltimore Ave,2.0,1,1,Lead-Safe,Expired,2021/03/03 00:00:00+00,2025/03/03 00:00:00+00,39.947925305131285,-75.23372008129034,3,8
886614200,2029-01-01,Active,6000 Baltimore Ave,2.0,1,1,Lead-Safe,Expired,2021/03/03 00:00:00+00,2025/03/03 00:00:00+00,39.947925305131285,-75.23372008129034,3,8
886614200,2029-01-01,Active,6000 Baltimore Ave,2.0,1,1,Lead-Safe,Expired,2021/03/03 00:00:00+00,2025/03/03 00:00:00+00,39.947925305131285,-75.23372008129034,3,8
886614200,2029-01-01,Active,6000 Baltimore Ave,2.0,1,1,Lead-Safe,Expired,2021/03/03 00:00:00+00,2025/03/03 00:00:00+00,39.947925305131285,-75.23372008129034,3,8
886614200,2029-01-01,Active,6000 Baltimore Ave,2.0,1,1,Lead-Safe,Expired,2021/03/03 00:00:00+00,2025/03/03 00:00:00+00,39.947925305131285,-75.23372008129034,3,8
886614200,2029-01-01,Active,6000 Baltimore Ave,2.0,1,1,Lead-Safe,Expired,2021/03/03 00:00:00+00,2025/03/03 00:00:00+00,39.947925305131285,-75.23372008129034,3,8
886614200,2029-01-01,Active,6000 Baltimore Ave,2.0,1,1,Lead-Safe,Expired,2021/03/03 00:00:00+00,2025/03/03 00:00:00+00,39.947925305131285,-75.23372008129034,3,8
886614200,2029-01-01,Active,800 S 55th St,2.0,1,1,Lead-Safe,Expired,2021/03/03 00:00:00+00,2025/03/03 00:00:00+00,39.947925305131285,-75.23372008129034,3,8
886614200,2029-01-01,Active,800 S 55th St,2.0,1,1,Lead-Safe,Expired,2021/03/03 00:00:00+00,2025/03/03 00:00:00+00,39.947925305131285,-75.23372008129034,3,8
886614200,2029-01-01,Active,800 S 55th St,2.0,1,1,Lead-Safe,Expired,2021/03/03 00:00:00+00,2025/03/03 00:00:00+00,39.947925305131285,-75.23372008129034,3,8
886614200,2029-01-01,Active,800 S 55th St,2.0,1,1,Lead-Safe,Expired,2021/03/03 00:00:00+00,2025/03/03 00:00:00+00,39.947925305131285,-75.23372008129034,3,8
886614200,2029-01-01,Active,800 S 55th St,2.0,1,1,Lead-Safe,Expired,2021/03/03 00:00:00+00,2025/03/03 00:00:00+00,39.947925305131285,-75.23372008129034,3,8
886614200,2029-01-01,Active,800 S 55th St,2.0,1,1,Lead-Safe,Expired,2021/03/03 00:00:00+00,2025/03/03 00:00:00+00,39.947925305131285,-75.23372008129034,3,8
886614200,2029-01-01,Active,800 S 55th St,2.0,1,1,Lead-Safe,Expired,2021/03/03 00:00:00+00,2025/03/03 00:00:00+00,39.947925305131285,-75.23372008129034,3,8
886614200,2029-01-01,Active,800 S 55th St,2.0,1,1,Lead-Safe,Expired,2021/03/03 00:00:00+00,2025/03/03 00:00:00+00,39.947925305131285,-75.23372008129034,3,8
886614401,2037-01-01,Active,1122-30 PINE ST,,1,0,,Not Certified,,,39.94484807784801,-75.16087529156432,1,1
886614700,2027-01-01,Active,6657-59 BLAKEMORE ST,,3,0,,Not Certified,,,40.05975206907739,-75.17788920499423,8,4
886614710,2027-01-01,Active,6526-34 GERMANTOWN AVE,,3,0,,Not Certified,,,40.04915959764554,-75.18425582177075,8,4
886617000,2037-01-01,Active,6200 Eastwick Ave,40.0,1,1,Built after 1978,Exempt,,,39.92105761874529,-75.2214270080101,3,8
886617150,2049-01-01,Active,7100 GROVERS AVE,61.0,1,1,Built after 1978,Exempt,,,39.9115582639214,-75.23560497535584,2,8
886617500,2034-01-01,Active,1929 SANSOM ST,144.0,1,1,Lead-Safe,Certified,2022/07/20 00:00:00+00,2026/07/20 00:00:00+00,39.951420240248474,-75.17337357518593,5,1
886617600,2050-01-01,Active,810 ARCH ST,94.0,1,1,Built after 1978,Exempt,,,39.95293795719087,-75.15390517320448,1,1
886620000,2041-01-01,Active,4330 Germantown Ave,37.0,1,1,Built after 1978,Exempt,,,40.020051191524544,-75.1569414937281,8,3
886620000,2041-01-01,Active,4330 Germantown Ave,37.0,1,1,Built after 1978,Exempt,,,40.020051191524544,-75.1569414937281,8,3
886620000,2041-01-01,Active,4330 Germantown Ave,37.0,1,1,Built after 1978,Exempt,,,40.020051191524544,-75.1569414937281,8,3
886620000,2041-01-01,Active,4330 Germantown Ave,37.0,1,1,Built after 1978,Exempt,,,40.020051191524544,-75.1569414937281,8,3
886620000,2041-01-01,Active,4330 Germantown Ave,37.0,1,1,Built after 1978,Exempt,,,40.020051191524544,-75.1569414937281,8,3
886620000,2041-01-01,Active,4330 Germantown Ave,37.0,1,1,Built after 1978,Exempt,,,40.020051191524544,-75.1569414937281,8,3
886620000,2041-01-01,Active,4330 Germantown Ave,37.0,1,1,Built after 1978,Exempt,,,40.020051191524544,-75.1569414937281,8,3
886620000,2041-01-01,Active,4330 Germantown Ave,37.0,1,1,Built after 1978,Exempt,,,40.020051191524544,-75.1569414937281,8,3
886620000,2041-01-01,Active,4340 Germantown Ave,37.0,1,1,Built after 1978,Exempt,,,40.020051191524544,-75.1569414937281,8,3
886620000,2041-01-01,Active,4340 Germantown Ave,37.0,1,1,Built after 1978,Exempt,,,40.020051191524544,-75.1569414937281,8,3
886620000,2041-01-01,Active,4340 Germantown Ave,37.0,1,1,Built after 1978,Exempt,,,40.020051191524544,-75.1569414937281,8,3
886620000,2041-01-01,Active,4340 Germantown Ave,37.0,1,1,Built after 1978,Exempt,,,40.020051191524544,-75.1569414937281,8,3
886620000,2041-01-01,Active,4340 Germantown Ave,37.0,1,1,Built after 1978,Exempt,,,40.020051191524544,-75.1569414937281,8,3
886620000,2041-01-01,Active,4340 Germantown Ave,37.0,1,1,Built after 1978,Exempt,,,40.020051191524544,-75.1569414937281,8,3
886620000,2041-01-01,Active,4340 Germantown Ave,37.0,1,1,Built after 1978,Exempt,,,40.020051191524544,-75.1569414937281,8,3
886620000,2041-01-01,Active,4340 Germantown Ave,37.0,1,1,Built after 1978,Exempt,,,40.020051191524544,-75.1569414937281,8,3
886640040,2051-01-01,Active,2566 BELMONT AVE,,1,0,,,,,39.99780634227431,-75.2200268659995,4,7
886650200,2023-01-01,Inactive,1201 S 23RD ST,51.0,1,1,Lead-Safe,Expired,2021/06/01 00:00:00+00,2025/06/01 00:00:00+00,39.937746775762896,-75.18120112444885,2,8
886650300,2024-01-01,Inconclusive,1308 N 33rd St,24.0,1,1,Built after 1978,Exempt,,,39.93725439796896,-75.19600470780614,2,8
886650300,2024-01-01,Inconclusive,1308 N 33rd St,24.0,1,1,Built after 1978,Exempt,,,39.93725439796896,-75.19600470780614,2,8
886650300,2024-01-01,Inconclusive,1308 N 33rd St,24.0,1,1,Built after 1978,Exempt,,,39.93725439796896,-75.19600470780614,2,8
886650300,2024-01-01,Inconclusive,1308 N 33rd St,24.0,1,1,Built after 1978,Exempt,,,39.93725439796896,-75.19600470780614,2,8
886650300,2024-01-01,Inconclusive,1308 N 33rd St,24.0,1,1,Built after 1978,Exempt,,,39.93725439796896,-75.19600470780614,2,8
886650300,2024-01-01,Inconclusive,1308 N 33rd St,24.0,1,1,Built after 1978,Exempt,,,39.93725439796896,-75.19600470780614,2,8
886650300,2024-01-01,Inconclusive,1308 N 33rd St,24.0,1,1,Built after 1978,Exempt,,,39.93725439796896,-75.19600470780614,2,8
886650300,2024-01-01,Inconclusive,1308 N 33rd St,24.0,1,1,Built after 1978,Exempt,,,39.93725439796896,-75.19600470780614,2,8
886650300,2024-01-01,Inconclusive,3100 Wharton St,24.0,1,1,Built after 1978,Exempt,,,39.93725439796896,-75.19600470780614,2,8
886650300,2024-01-01,Inconclusive,3100 Wharton St,24.0,1,1,Built after 1978,Exempt,,,39.93725439796896,-75.19600470780614,2,8
886650300,2024-01-01,Inconclusive,3100 Wharton St,24.0,1,1,Built after 1978,Exempt,,,39.93725439796896,-75.19600470780614,2,8
886650300,2024-01-01,Inconclusive,3100 Wharton St,24.0,1,1,Built after 1978,Exempt,,,39.93725439796896,-75.19600470780614,2,8
886650300,2024-01-01,Inconclusive,3100 Wharton St,24.0,1,1,Built after 1978,Exempt,,,39.93725439796896,-75.19600470780614,2,8
886650300,2024-01-01,Inconclusive,3100 Wharton St,24.0,1,1,Built after 1978,Exempt,,,39.93725439796896,-75.19600470780614,2,8
886650300,2024-01-01,Inconclusive,3100 Wharton St,24.0,1,1,Built after 1978,Exempt,,,39.93725439796896,-75.19600470780614,2,8
886650300,2024-01-01,Inconclusive,3100 Wharton St,24.0,1,1,Built after 1978,Exempt,,,39.93725439796896,-75.19600470780614,2,8
886650601,2037-01-01,Active,1204-12 LOCUST ST,,1,0,Built after 1978,Exempt,,,39.947609295211386,-75.16118740390871,1,1
886650702,2024-01-01,Inactive,1239 SPRING GARDEN ST,,1,0,,Not Certified,,,39.96253227686351,-75.15894322392126,5,3
886650800,2044-01-01,Inactive,2112-22 W VENANGO ST,,1,0,Built after 1978,Exempt,,,40.0088944196361,-75.16404194156841,8,3
886651000,2027-01-01,Active,5429-43 LENA ST,,3,0,,,,,40.03563290676987,-75.16969878892138,8,4
886651100,2027-01-01,Active,60-74 COLLOM ST,,3,0,,Not Certified,,,40.03144062243263,-75.16465816713246,8,4
886651201,2026-01-01,Active,1515 Fairmount Ave,48.0,1,1,Lead-Safe,Expired,2021/04/26 00:00:00+00,2025/04/26 00:00:00+00,39.96744147581541,-75.16286526820753,5,3
886651202,2023-01-01,Inactive,1523 FAIRMOUNT AVE,2.0,1,1,Lead-Safe,Expired,2021/04/26 00:00:00+00,2025/04/26 00:00:00+00,39.967352902367715,-75.16306068360574,5,3
886651404,2052-01-01,Inactive,1548 S 16th St,,1,0,Built after 1978,Exempt,,,39.9310239414547,-75.17172736794457,2,8
886651600,2029-01-01,Active,5630-40 WYALUSING AVE,33.0,1,1,Lead-Safe,Certified,2025/05/16 00:00:00+00,2029/05/16 00:00:00+00,39.96830181237172,-75.23344379354752,4,7
886651700,2050-01-01,Active,4001 CONSHOHOCKEN AVE,156.0,1,1,Built after 1978,Exempt,,,40.002540619086204,-75.21239973541691,4,7
886651800,2029-01-01,Active,780 Byberry Rd,62.0,1,1,Built after 1978,Exempt,,,40.12087293814738,-75.01284384710536,10,5
886651900,2032-01-01,Active,1708 RIDGE AVE,36.0,1,1,Built after 1978,Exempt,,,39.97043793462306,-75.16589295411416,5,3
886652000,2032-01-01,Active,1716 WYLIE ST,1.0,1,1,Lead-Safe,Certified,2023/05/16 00:00:00+00,2027/05/16 00:00:00+00,39.9699884512251,-75.16521060731516,5,3
886652100,2032-01-01,Active,1814 VINEYARD ST,1.0,1,1,Lead-Safe,Certified,2023/05/16 00:00:00+00,2027/05/16 00:00:00+00,39.97039703612892,-75.16667050061447,5,3
886652200,2032-01-01,Active,864 PERKIOMEN ST,1.0,1,1,Lead-Safe,Certified,2022/03/23 00:00:00+00,2026/03/23 00:00:00+00,39.97006242618943,-75.16708322763597,5,3
886652300,2032-01-01,Active,866 PERKIOMEN ST,1.0,1,1,Lead-Safe,Certified,2022/08/30 00:00:00+00,2026/08/30 00:00:00+00,39.97009598116388,-75.16711418113927,5,3
886652400,2032-01-01,Active,1741-43 WYLIE ST,1.0,1,1,Built after 1978,Exempt,,,39.96997649141903,-75.16602970940299,5,3
886652500,2032-01-01,Active,1747 WYLIE ST,1.0,1,1,Built after 1978,Exempt,,,39.96991629303421,-75.166140072126,5,3
886652600,2038-01-01,Active,4400 Fairmount Ave,67.0,1,1,Built after 1978,Exempt,,,39.96390529722822,-75.21150091253577,3,7
886652700,2035-01-01,Active,3226 Clifford St,68.0,1,1,Lead-Safe,Certified,2024/10/01 00:00:00+00,2028/10/01 00:00:00+00,39.9830893708061,-75.18778796278234,5,3
886652800,2037-01-01,Active,1741 FRANKFORD AVE,67.0,1,1,Built after 1978,Exempt,,,39.975758101127674,-75.13196881987143,7,1
886653100,2036-01-01,Active,5457 Wayne Ave,,1,0,,,,,40.03042643157935,-75.17572602168514,8,7
886653500,2041-01-01,Active,101 W Johnson St,,1,0,,,,,40.043105198870414,-75.18593281161067,8,4
886653700,2044-01-01,Inactive,221 W JOHNSON ST,57.0,1,1,Lead-Free,Certified,2021/01/05 00:00:00+00,,40.042316253053855,-75.18629575353532,8,4
886655100,2044-01-01,Active,1717-25 N 54TH ST,48.0,1,1,Built after 1978,Exempt,,,39.98330191085884,-75.23040882571348,4,7
886660600,2022-01-01,Inactive,5901-11 BAYNTON ST,6.0,1,1,Lead-Free,Certified,2021/05/14 00:00:00+00,,40.04092471775537,-75.17465989713898,8,4
886660800,2022-01-01,Inactive,5915 MAGNOLIA ST,51.0,1,1,Lead-Free,Certified,2021/04/11 00:00:00+00,,40.0450332194565,-75.17083006971372,8,4
886661000,2043-01-01,Inactive,2811 W Sedgley Ave,28.0,1,1,Lead-Free,Certified,2017/07/19 00:00:00+00,,39.98707652477907,-75.17967324592055,5,3
886664500,2052-01-01,Active,2627 MIFFLIN ST,,1,0,Built after 1978,Exempt,,,39.92980363888204,-75.18976909987788,2,8
886665000,2044-01-01,Active,2101 STRAHLE ST,323.0,1,1,Lead-Free,Certified,2021/11/24 00:00:00+00,,40.06611188748281,-75.04845210164538,10,5
886666100,2052-01-01,Active,2771-77 RUTH ST,51.0,1,1,Lead-Safe,Certified,2021/07/06 00:00:00+00,2025/07/06 00:00:00+00,39.99034148991255,-75.1226289483818,1,2
886666500,2052-01-01,Active,2001-11 N 54TH ST,51.0,1,1,Built after 1978,Exempt,,,39.98699308695293,-75.23167009740602,4,7
886667000,2050-01-01,Active,1001 W Girard Ave,9.0,1,1,Lead-Free,Certified,2014/08/20 00:00:00+00,,39.97103598503909,-75.15329584223387,5,3
886668000,2051-01-01,Active,4050-66 HAVERFORD AVE,20.0,1,1,Built after 1978,Exempt,,,39.96246526103739,-75.20436207606365,3,7
886668100,2050-01-01,Active,8900 Roosevelt Blvd,288.0,1,1,Lead-Free,Certified,2022/01/20 00:00:00+00,,40.07230532558148,-75.0377627919093,10,5
886668500,2052-01-01,Active,2701 HOLME AVE,44.0,1,1,Lead-Safe,Certified,2024/07/15 00:00:00+00,2028/07/15 00:00:00+00,40.05896547007691,-75.04026556681528,6,5
886669000,2052-01-01,Active,843-47 N 12TH ST,,1,0,Lead-Safe,Certified,2021/08/23 00:00:00+00,2025/08/23 00:00:00+00,39.96836562122297,-75.15559935929224,5,3
886669500,2052-01-01,Active,2413-29 N BROAD ST,90.0,1,1,Built after 1978,Exempt,,,39.990061034597815,-75.15491161118639,5,3
886671000,2061-01-01,Active,1301 N 8TH ST,40.0,1,1,Built after 1978,Exempt,,,39.97216878202417,-75.14932644001962,5,3
886671100,2054-01-01,Active,1315 N 8TH ST,31.0,1,1,Built after 1978,Exempt,,,39.97248279613802,-75.14925772494654,5,3
886671150,2060-01-01,Active,1920 E ORLEANS ST,42.0,1,1,Lead-Safe,Certified,2024/09/30 00:00:00+00,2028/09/30 00:00:00+00,39.99158609137483,-75.11719923099538,7,2
886671500,2056-01-01,Active,6101 MORRIS ST,282.0,1,1,Lead-Free,Certified,2020/07/16 00:00:00+00,,40.03405915629584,-75.18650588157013,8,4
886681067,2035-01-01,Active,940 N 42ND ST,,1,0,,,,,39.97124666572034,-75.20873345541146,3,7
886700100,2029-01-01,Active,913 S 15th St,32.0,1,1,Lead-Safe,Certified,2025/02/19 00:00:00+00,2029/02/19 00:00:00+00,39.93991234624013,-75.1676917393835,2,1
886700300,2027-01-01,Inactive,3602A Aspen St,18.0,1,1,Built after 1978,Exempt,,,39.96677695011215,-75.19560376293636,3,7
886700600,2030-01-01,Active,800 S 16th St,12.0,1,1,Built after 1978,Exempt,,,39.94103110043801,-75.1696447623268,2,1
886700900,2032-01-01,Active,24-50 W RITTENHOUSE ST,70.0,1,1,Built after 1978,Exempt,,,40.036885191067846,-75.17696838636382,8,4
886701000,2027-01-01,Active,1901-27 JUDSON ST,24.0,2,1,Lead-Safe,Expired,2021/02/22 00:00:00+00,2025/02/22 00:00:00+00,39.98410585770513,-75.17229804108707,5,3
886701100,2027-01-01,Active,1900-06 JUDSON ST,8.0,2,1,Lead-Safe,Expired,2021/02/22 00:00:00+00,2025/02/22 00:00:00+00,39.98390244370022,-75.17284634940512,5,3
886702500,2033-01-01,Active,1424 CLEARVIEW ST,,1,0,,Not Certified,,,40.04048314150911,-75.14566146953739,8,4
886710601,2005-01-01,Inactive,1500 POPLAR ST,1.0,1,1,Built after 1978,Exempt,,,39.97025284535831,-75.16157021913828,5,3
886710605,2005-01-01,Inactive,1502 POPLAR ST,1.0,1,1,Built after 1978,Exempt,,,39.970260254006575,-75.1616345083203,5,3
886710610,2005-01-01,Inactive,1504 POPLAR ST,1.0,1,1,Built after 1978,Exempt,,,39.97026800438751,-75.16169777153864,5,3
886710615,2005-01-01,Inactive,1506 POPLAR ST,1.0,1,1,Built after 1978,Exempt,,,39.97027575473362,-75.16176103477149,5,3
886710620,2005-01-01,Inactive,1508 POPLAR ST,1.0,1,1,Built after 1978,Exempt,,,39.970284690343355,-75.16183398542518,5,3
886710625,2005-01-01,Inactive,1510 POPLAR ST,27.0,1,1,Built after 1978,Exempt,,,39.970355228694345,-75.16240386050264,5,3
886710630,2005-01-01,Inactive,1501 POPLAR ST,1.0,1,1,Built after 1978,Exempt,,,39.970604039408975,-75.1614917882688,5,3
886710635,2005-01-01,Inactive,1503 POPLAR ST,1.0,1,1,Built after 1978,Exempt,,,39.97061196795494,-75.16155619614929,5,3
886710640,2005-01-01,Inactive,1505 POPLAR ST,1.0,1,1,Built after 1978,Exempt,,,39.970620028648874,-75.16161939399503,5,3
886710645,2005-01-01,Inactive,1507 POPLAR ST,1.0,1,1,Built after 1978,Exempt,,,39.97062809108209,-75.16168259061705,5,3
886710650,2005-01-01,Inactive,1509 POPLAR ST,1.0,1,1,Built after 1978,Exempt,,,39.97063615440713,-75.16174578838988,5,3
886710655,2005-01-01,Inactive,1511 POPLAR ST,1.0,1,1,Built after 1978,Exempt,,,39.97064421499666,-75.1618089862806,5,3
886710660,2005-01-01,Inactive,1513 POPLAR ST,1.0,1,1,Built after 1978,Exempt,,,39.97065227645163,-75.16187218415199,5,3
886710665,2005-01-01,Inactive,1515 POPLAR ST,1.0,1,1,Built after 1978,Exempt,,,39.970660339645924,-75.16193538079973,5,3
886710685,2005-01-01,Inactive,1525 POPLAR ST,1.0,1,1,Built after 1978,Exempt,,,39.9707649750945,-75.16245233669189,5,3
886715800,2036-01-01,Active,4113-43 WARREN ST,48.0,1,1,Built after 1978,Exempt,,,39.965080186999764,-75.20643792194024,3,7
886740210,2037-01-01,Active,4022 ASPEN ST,1.0,1,1,Lead-Free,Certified,2020/01/28 00:00:00+00,,39.96601289212254,-75.20364129314673,3,7
886741300,2024-01-01,Inactive,6400 Germantown Ave,,1,0,Lead-Safe,Certified,2022/01/06 00:00:00+00,2026/01/06 00:00:00+00,40.045769168636596,-75.18253715958912,8,4
886760957,2038-01-01,Active,2600 MOORE ST,,1,0,Lead-Free,Certified,2021/08/10 00:00:00+00,,39.93030423799465,-75.18946632654563,2,8
886761000,2034-01-01,Active,4101-23 HAVERFORD AVE,,1,0,,,,,39.96367448821337,-75.20640784013837,3,7
886761295,2033-01-01,Active,2010 N 23rd St,,1,0,,Not Certified,,,39.98599078936237,-75.17254220515419,5,3
886761356,2033-01-01,Active,1015 Parrish Pl,,1,0,,,,,39.96705271204305,-75.15474710086278,5,3
886761400,2035-01-01,Active,901 N Marvine St,,1,0,,,,,39.96973009206796,-75.15558904517049,5,3
886761616,2041-01-01,Active,315 W JOHNSON ST,62.0,1,1,Built after 1978,Exempt,,,40.040599895225355,-75.18844797761763,8,4
886761620,2051-01-01,Active,301 W QUEEN LN,,1,0,,Not Certified,,,40.026531369000786,-75.17548747742725,8,7
886761651,2039-01-01,Active,8020 Ditman St,34.0,1,1,Lead-Free,Certified,2017/01/30 00:00:00+00,,40.03681287538002,-75.02539973692843,6,5
886761656,2041-01-01,Active,7023 RISING SUN AVE,62.0,1,1,Built after 1978,Exempt,,,40.057341679822635,-75.08741989835887,9,2
886761710,2033-01-01,Active,4349 Ridge Ave,50.0,1,1,Built after 1978,Exempt,,,40.01043842745565,-75.19683994998591,4,7
886766100,2038-01-01,Active,2663 Glenwood Dr,,1,0,,,,,39.98584748892292,-75.17856646708292,5,3
886768400,2039-01-01,Active,601 N 17TH ST,,1,0,,,,,39.965142156144765,-75.16558154359963,5,1
886800000,2035-01-01,Active,2446-68 CORAL ST,27.0,1,1,Lead-Safe,Certified,2021/10/12 00:00:00+00,2025/10/12 00:00:00+00,39.98432970686765,-75.12812887997829,1,1
886800300,2030-01-01,Active,930 S 23RD ST,1.0,1,1,Lead-Safe,Expired,2021/01/28 00:00:00+00,2025/01/28 00:00:00+00,39.94120004938176,-75.181316420168,2,1
886800400,2030-01-01,Active,2302 MONTROSE ST,1.0,1,1,Lead-Safe,Expired,2021/01/27 00:00:00+00,2025/01/27 00:00:00+00,39.94138932085591,-75.1812919431718,2,1
886800700,2030-01-01,Active,2335 MONTROSE ST,1.0,1,1,Lead-Safe,Expired,2021/01/28 00:00:00+00,2025/01/28 00:00:00+00,39.94166913865275,-75.18202348664991,2,1
886800800,2030-01-01,Active,2339 MONTROSE ST,1.0,1,1,Lead-Safe,Expired,2021/01/28 00:00:00+00,2025/01/28 00:00:00+00,39.941680434827404,-75.18211340018694,2,1
886801000,2030-01-01,Active,2303 MONTROSE ST,,1,0,,,,,39.941570992058935,-75.1812445238693,2,1
886802100,2039-01-01,Active,4200 MITCHELL ST,65.0,1,1,Built after 1978,Exempt,,,40.02795310052791,-75.21299228915275,4,7
886805000,2028-01-01,Active,2203-31 GERMANTOWN AVE,20.0,1,1,Built after 1978,Exempt,,,39.98572391596315,-75.14418689074671,5,3
886806500,2044-01-01,Inactive,249-57 S 13TH ST,56.0,1,1,Built after 1978,Exempt,,,39.947130263622775,-75.16215876264941,1,1
886806600,2043-01-01,Active,1415 FAIRMOUNT AVE,55.0,1,1,Built after 1978,Exempt,,,39.96739451080438,-75.1616958752237,5,3
886810003,2028-01-01,Inactive,6236 LUDLOW ST,1.0,1,1,Lead-Safe,Certified,2023/01/09 00:00:00+00,2027/01/09 00:00:00+00,39.96163448760556,-75.24597665068502,3,8
886810004,2037-01-01,Active,5940 SANSOM ST,1.0,1,1,Lead-Safe,Certified,2021/07/22 00:00:00+00,2025/07/22 00:00:00+00,39.959381796586726,-75.24052080482646,3,8
886810005,2032-01-01,Active,6121 LOCUST ST,1.0,1,1,Lead-Safe,Certified,2021/09/08 00:00:00+00,2025/09/08 00:00:00+00,39.95830150134651,-75.24426062774886,3,8
886810006,2033-01-01,Active,6041 SPRUCE ST,1.0,1,1,Lead-Safe,Certified,2021/07/22 00:00:00+00,2025/07/22 00:00:00+00,39.956970638822916,-75.2432785276183,3,8
886810007,2034-01-01,Active,252 S HIRST ST,1.0,1,1,Lead-Safe,Certified,2022/02/16 00:00:00+00,2026/02/16 00:00:00+00,39.95803001647243,-75.24658005598869,3,8
886810008,2033-01-01,Active,6019 PINE ST,1.0,1,1,Lead-Safe,Certified,2021/09/02 00:00:00+00,2025/09/02 00:00:00+00,39.955762715575574,-75.24270431625045,3,8
886810009,2028-01-01,Inactive,5932 PINE ST,1.0,1,1,Lead-Safe,Certified,2023/06/26 00:00:00+00,2027/06/26 00:00:00+00,39.955196410166806,-75.24121156128457,3,8
886810010,2032-01-01,Active,6234 LARCHWOOD AVE,1.0,1,1,Lead-Safe,Certified,2022/02/08 00:00:00+00,2026/02/08 00:00:00+00,39.95442743982892,-75.24745088142897,3,8
886810013,2032-01-01,Active,5410 SUMMER ST,1.0,1,1,Lead-Safe,Certified,2021/07/15 00:00:00+00,2025/07/15 00:00:00+00,39.96423337483371,-75.22827876338312,4,7
886810014,2027-01-01,Inactive,5414 SUMMER ST,1.0,1,1,Lead-Safe,Certified,2023/06/01 00:00:00+00,2027/06/01 00:00:00+00,39.96424664691013,-75.22838282776678,4,7
886810015,2027-01-01,Inactive,5416 SUMMER ST,1.0,1,1,Lead-Safe,Certified,2023/06/01 00:00:00+00,2027/06/01 00:00:00+00,39.964253124987216,-75.22843570948137,4,7
886810016,2032-01-01,Active,5424 SUMMER ST,1.0,1,1,Lead-Safe,Certified,2022/11/14 00:00:00+00,2026/11/14 00:00:00+00,39.96427951305082,-75.22864548581647,4,7
886810017,2027-01-01,Inactive,5446 SUMMER ST,1.0,1,1,Lead-Safe,Certified,2023/01/09 00:00:00+00,2027/01/09 00:00:00+00,39.96435322786884,-75.22922549625527,4,7
886810018,2027-01-01,Inactive,5452 SUMMER ST,1.0,1,1,Lead-Safe,Certified,2023/06/01 00:00:00+00,2027/06/01 00:00:00+00,39.96437324819403,-75.22938409553791,4,7
886810019,2027-01-01,Inactive,5454 SUMMER ST,1.0,1,1,Lead-Safe,Certified,2023/06/01 00:00:00+00,2027/06/01 00:00:00+00,39.964379745113845,-75.22943621563299,4,7
886810020,2027-01-01,Inactive,5460 SUMMER ST,1.0,1,1,Lead-Safe,Certified,2023/06/01 00:00:00+00,2027/06/01 00:00:00+00,39.9643996780044,-75.22959470352252,4,7
886810021,2027-01-01,Inactive,5507-17 PEARL ST,1.0,1,1,Lead-Safe,Certified,2023/01/11 00:00:00+00,2027/01/11 00:00:00+00,39.96631995220758,-75.23011083558892,4,7
886810024,2037-01-01,Active,527 S 9TH ST,,1,0,Lead-Safe,Expired,2021/05/19 00:00:00+00,2025/05/19 00:00:00+00,39.94267173358995,-75.15686788761725,1,1
886810025,2028-01-01,Inactive,5414 HAVERFORD AVE,1.0,1,1,Lead-Safe,Certified,2021/07/15 00:00:00+00,2025/07/15 00:00:00+00,39.966130731202526,-75.22838965881564,4,7
886810026,2028-01-01,Inactive,5416 HAVERFORD AVE,1.0,1,1,Lead-Safe,Certified,2022/05/12 00:00:00+00,2026/05/12 00:00:00+00,39.96613983843676,-75.22844459427122,4,7
886810030,2037-01-01,Active,5541 WYALUSING AVE,1.0,1,1,Lead-Safe,Certified,2021/07/22 00:00:00+00,2025/07/22 00:00:00+00,39.969082677408046,-75.23153316305093,4,7
886810031,2028-01-01,Inactive,5543 WYALUSING AVE,1.0,1,1,Lead-Safe,Certified,2023/01/09 00:00:00+00,2027/01/09 00:00:00+00,39.969078369279984,-75.23158597440214,4,7
886810032,2034-01-01,Active,5547 HARMER ST,,1,0,Lead-Safe,Expired,2020/10/20 00:00:00+00,2024/10/20 00:00:00+00,39.96947368422764,-75.23176259777367,4,7
886810033,2027-01-01,Inactive,323-25 N 55TH ST,1.0,1,1,Lead-Safe,Certified,2021/09/24 00:00:00+00,2025/09/24 00:00:00+00,39.96619513769613,-75.22925799855685,4,7
886810035,2028-01-01,Inactive,118 N 55TH ST,1.0,1,1,Lead-Safe,Certified,2021/06/30 00:00:00+00,2025/06/30 00:00:00+00,39.96283966476042,-75.23068078610105,4,7
